<<unique-context>>	<org.prevayler.foundation.Chunking: void writeChunk(java.io.OutputStream,org.prevayler.foundation.Chunk)>
<<unique-context>>	<org.prevayler.foundation.Chunking: org.prevayler.foundation.Chunk readChunk(java.io.InputStream)>
<<unique-context>>	<org.prevayler.demos.scalability.prevayler.PrevalenceTest: void delete(java.lang.String)>
<<unique-context>>	<org.prevayler.demos.demo2.MainTransient: void main(java.lang.String[])>
<<unique-context>>	<org.prevayler.demos.demo2.Main: void main(java.lang.String[])>
<<unique-context>>	<org.prevayler.demos.demo2.MainSkaringa: void main(java.lang.String[])>
<<unique-context>>	<org.prevayler.demos.scalability.Main: void main(java.lang.String[])>
<<unique-context>>	<org.prevayler.demos.demo2.MainReplicaServer: void main(java.lang.String[])>
<<unique-context>>	<org.prevayler.foundation.DeepCopier: java.lang.Object deepCopy(java.lang.Object)>
<<unique-context>>	<org.prevayler.foundation.DeepCopier: java.lang.Object deepCopy(java.lang.Object,org.prevayler.foundation.serialization.Serializer)>
<<unique-context>>	<org.prevayler.foundation.DeepCopier: java.lang.Object deepCopyParallel(java.lang.Object,org.prevayler.foundation.serialization.Serializer)>
<<unique-context>>	<org.prevayler.implementation.TransactionTimestamp: org.prevayler.implementation.TransactionTimestamp fromChunk(org.prevayler.foundation.Chunk)>
<<unique-context>>	<org.prevayler.demos.demo2.MainXStream: void main(java.lang.String[])>
<<unique-context>>	<org.prevayler.implementation.PrevaylerDirectory: void checkValidSnapshotSuffix(java.lang.String)>
<<unique-context>>	<org.prevayler.implementation.PrevaylerDirectory: void checkValidJournalSuffix(java.lang.String)>
<<unique-context>>	<org.prevayler.implementation.PrevaylerDirectory: long snapshotVersion(java.io.File)>
<<unique-context>>	<org.prevayler.implementation.PrevaylerDirectory: long journalVersion(java.io.File)>
<<unique-context>>	<org.prevayler.foundation.Cool: void wait(java.lang.Object)>
<<unique-context>>	<org.prevayler.foundation.Cool: void sleep(long)>
<<unique-context>>	<org.prevayler.foundation.Cool: void unexpected(java.lang.Exception)>
<<unique-context>>	<org.prevayler.foundation.Cool: void startDaemon(java.lang.Runnable)>
<<unique-context>>	<org.prevayler.implementation.PrevaylerDirectory: void renameUnusedFile(java.io.File)>
<<unique-context>>	<org.prevayler.foundation.FileManager: java.io.File produceDirectory(java.lang.String)>
<<unique-context>>	<org.prevayler.foundation.FileManager: void produceDirectory(java.io.File)>
<<unique-context>>	<org.prevayler.demos.demo1.Main: void main(java.lang.String[])>
<<unique-context>>	<org.prevayler.demos.demo2.MainReplica: void main(java.lang.String[])>
<<unique-context>>	<org.prevayler.PrevaylerFactory: org.prevayler.Prevayler createPrevayler(java.io.Serializable)>
<<unique-context>>	<org.prevayler.PrevaylerFactory: org.prevayler.Prevayler createPrevayler(java.io.Serializable,java.lang.String)>
<<unique-context>>	<org.prevayler.PrevaylerFactory: org.prevayler.Prevayler createTransientPrevayler(java.io.Serializable)>
<<unique-context>>	<org.prevayler.PrevaylerFactory: org.prevayler.Prevayler createTransientPrevayler(java.io.Serializable,java.lang.String)>
<<unique-context>>	<org.prevayler.PrevaylerFactory: org.prevayler.Prevayler createCheckpointPrevayler(java.io.Serializable,java.lang.String)>
<<unique-context>>	<org.prevayler.foundation.StopWatch: org.prevayler.foundation.StopWatch start()>
<<unique-context>>	<org.prevayler.foundation.Turn: org.prevayler.foundation.Turn first()>
<<unique-context>>	<org.prevayler.foundation.Chunking: void <clinit>()>
<<unique-context>>	<org.prevayler.demos.scalability.Main: void <clinit>()>
<<unique-context>>	<org.prevayler.implementation.journal.TransientJournal: void <init>()>
<<unique-context>>	<org.prevayler.implementation.replication.ClientPublisher$1: void run()>
<<unique-context>>	<org.prevayler.implementation.journal.TransientJournal: void append(org.prevayler.implementation.TransactionGuide)>
<<unique-context>>	<org.prevayler.demos.scalability.prevayler.AllRecordsReplacement: void executeOn(java.lang.Object,java.util.Date)>
<<unique-context>>	<org.prevayler.foundation.network.StubbornNetworkProxy: void <init>()>
<<unique-context>>	<org.prevayler.implementation.journal.TransientJournal: void update(org.prevayler.implementation.publishing.TransactionSubscriber,long)>
<<unique-context>>	<org.prevayler.foundation.network.StubbornNetworkProxy: org.prevayler.foundation.network.ObjectReceiver getClient()>
<<unique-context>>	<org.prevayler.foundation.network.StubbornNetworkProxy: void receive(java.lang.Object)>
<<unique-context>>	<org.prevayler.demos.demo2.gui.AccountEditFrame: void accountChanged()>
<<unique-context>>	<org.prevayler.foundation.network.StubbornNetworkProxy: void close()>
<<unique-context>>	<org.prevayler.demos.scalability.jdbc.JDBCQueryConnection: java.util.List queryByName(java.lang.String)>
<<unique-context>>	<org.prevayler.implementation.journal.TransientJournal: void close()>
<<unique-context>>	<org.prevayler.implementation.journal.TransientJournal: long nextTransaction()>
<<unique-context>>	<org.prevayler.demos.demo2.business.Bank: void <init>()>
<<unique-context>>	<org.prevayler.demos.demo2.business.Bank: org.prevayler.demos.demo2.business.Account createAccount(java.lang.String)>
<<unique-context>>	<org.prevayler.implementation.publishing.POBox: void <init>(org.prevayler.implementation.publishing.TransactionSubscriber)>
<<unique-context>>	<org.prevayler.demos.demo2.business.Bank: void deleteAccount(long)>
<<unique-context>>	<org.prevayler.implementation.publishing.POBox: void receive(org.prevayler.implementation.TransactionTimestamp)>
<<unique-context>>	<org.prevayler.demos.demo2.business.Bank: java.util.List accounts()>
<<unique-context>>	<org.prevayler.implementation.publishing.POBox: void run()>
<<unique-context>>	<org.prevayler.demos.demo2.business.Bank: void setBankListener(org.prevayler.demos.demo2.business.BankListener)>
<<unique-context>>	<org.prevayler.demos.demo2.business.Bank: org.prevayler.demos.demo2.business.Account findAccount(long)>
<<unique-context>>	<org.prevayler.demos.demo2.business.Bank: void transfer(long,long,long,java.util.Date)>
<<unique-context>>	<org.prevayler.implementation.publishing.POBox: void waitToEmpty()>
<<unique-context>>	<org.prevayler.foundation.network.NetworkSessionId: boolean equals(java.lang.Object)>
