<<unique-hcontext>>	java.lang.String[]::: (Mock)	<<unique-context>>	<Main: void main(java.lang.String[])>/@parameter0	@ (Prog /\ Prog)
<<unique-hcontext>>	java.lang.String[]::: (Mock)	<<unique-context>>	<Main: void main(java.lang.String[])>/args#_0	@ (Prog /\ Prog)
<<unique-hcontext>>	<<string-constant>>	<<unique-context>>	<Main: void main(java.lang.String[])>/$stringconstant0	@ (Prog /\ Prog)
<<unique-hcontext>>	<<string-constant>>	<<unique-context>>	<Main: void main(java.lang.String[])>/$stringconstant1	@ (Prog /\ Prog)
<<unique-hcontext>>	<<string-builder>>	<<unique-context>>	<Main: void main(java.lang.String[])>/$r7	@ (Prog /\ Prog)
<<unique-hcontext>>	<<string-builder>>	<<unique-context>>	<Main: void main(java.lang.String[])>/$r18	@ (Prog /\ Prog)
<<unique-hcontext>>	<Main: void main(java.lang.String[])>/new int[]/0	<<unique-context>>	<Main: void main(java.lang.String[])>/$r3	@ (Prog /\ Prog)
<<unique-hcontext>>	<Main: void main(java.lang.String[])>/new int[]/1	<<unique-context>>	<Main: void main(java.lang.String[])>/$r4	@ (Prog /\ Prog)
<<unique-hcontext>>	<<string-constant>>	<<unique-context>>	<Graph: void endProfile()>/$stringconstant0	@ (Benchmark /\ Benchmark)
<<unique-hcontext>>	<<string-builder>>	<<unique-context>>	<Graph: void endProfile()>/$r0	@ (Benchmark /\ Benchmark)
<<unique-hcontext>>	<Main: void main(java.lang.String[])>/new Graph/0	<<unique-context>>	<Main: void main(java.lang.String[])>/$r0	@ (Prog /\ Prog)
<<unique-hcontext>>	<Main: void main(java.lang.String[])>/new Vertex[]/0	<<unique-context>>	<Main: void main(java.lang.String[])>/$r2	@ (Prog /\ Prog)
<<unique-hcontext>>	<Main: void main(java.lang.String[])>/new Vertex/0	<<unique-context>>	<Main: void main(java.lang.String[])>/$r5	@ (Prog /\ Prog)
<<unique-hcontext>>	Vertex$VertexIter3::: (Mock)	<<unique-context>>	<Vertex$VertexIter3: Vertex next()>/@this	@ GEN_Edges
<<unique-hcontext>>	Vertex$VertexIter3::: (Mock)	<<unique-context>>	<Vertex$VertexIter3: boolean hasNext()>/@this	@ GEN_Edges
<<unique-hcontext>>	CycleWorkSpace::: (Mock)	<<unique-context>>	<CycleWorkSpace: void <init>()>/@this
<<unique-hcontext>>	CycleWorkSpace::: (Mock)	<<unique-context>>	<CycleWorkSpace: void init_vertex(Vertex)>/@this	@ Cycle
<<unique-hcontext>>	CycleWorkSpace::: (Mock)	<<unique-context>>	<CycleWorkSpace: void preVisitAction(Vertex)>/@this
<<unique-hcontext>>	CycleWorkSpace::: (Mock)	<<unique-context>>	<CycleWorkSpace: void postVisitAction(Vertex)>/@this	@ Cycle
<<unique-hcontext>>	CycleWorkSpace::: (Mock)	<<unique-context>>	<CycleWorkSpace: void checkNeighborAction(Vertex,Vertex)>/@this
<<unique-hcontext>>	Vertex$VertexIter2::: (Mock)	<<unique-context>>	<Vertex$VertexIter2: Vertex next()>/@this	@ GN_OnlyNeighbors
<<unique-hcontext>>	Vertex$VertexIter2::: (Mock)	<<unique-context>>	<Vertex$VertexIter2: boolean hasNext()>/@this	@ GN_OnlyNeighbors
<<unique-hcontext>>	EdgeIter::: (Mock)	<<unique-context>>	<EdgeIter: void <init>()>/@this
<<unique-hcontext>>	EdgeIter::: (Mock)	<<unique-context>>	<EdgeIter: boolean hasNext()>/@this
<<unique-hcontext>>	EdgeIter::: (Mock)	<<unique-context>>	<EdgeIter: EdgeIfc next()>/@this
<<unique-hcontext>>	Vertex$EdgeIter2::: (Mock)	<<unique-context>>	<Vertex$EdgeIter2: EdgeIfc next()>/@this	@ (EdgeObjects /\ GN_OnlyNeighbors)
<<unique-hcontext>>	Vertex$EdgeIter2::: (Mock)	<<unique-context>>	<Vertex$EdgeIter2: boolean hasNext()>/@this	@ (EdgeObjects /\ GN_OnlyNeighbors)
<<unique-hcontext>>	VertexIter::: (Mock)	<<unique-context>>	<VertexIter: Vertex next()>/@this
<<unique-hcontext>>	VertexIter::: (Mock)	<<unique-context>>	<VertexIter: boolean hasNext()>/@this
<<unique-hcontext>>	FinishTimeWorkSpace::: (Mock)	<<unique-context>>	<FinishTimeWorkSpace: void <init>()>/@this
<<unique-hcontext>>	FinishTimeWorkSpace::: (Mock)	<<unique-context>>	<FinishTimeWorkSpace: void preVisitAction(Vertex)>/@this	@ StronglyConnected
<<unique-hcontext>>	FinishTimeWorkSpace::: (Mock)	<<unique-context>>	<FinishTimeWorkSpace: void postVisitAction(Vertex)>/@this	@ StronglyConnected
<<unique-hcontext>>	WorkSpace::: (Mock)	<<unique-context>>	<WorkSpace: void <init>()>/@this
<<unique-hcontext>>	WorkSpace::: (Mock)	<<unique-context>>	<WorkSpace: void init_vertex(Vertex)>/@this	@ SearchBase
<<unique-hcontext>>	WorkSpace::: (Mock)	<<unique-context>>	<WorkSpace: void preVisitAction(Vertex)>/@this	@ SearchBase
<<unique-hcontext>>	WorkSpace::: (Mock)	<<unique-context>>	<WorkSpace: void postVisitAction(Vertex)>/@this	@ SearchBase
<<unique-hcontext>>	WorkSpace::: (Mock)	<<unique-context>>	<WorkSpace: void nextRegionAction(Vertex)>/@this	@ SearchBase
<<unique-hcontext>>	WorkSpace::: (Mock)	<<unique-context>>	<WorkSpace: void checkNeighborAction(Vertex,Vertex)>/@this	@ SearchBase
<<unique-hcontext>>	Graph$Comparator3::: (Mock)	<<unique-context>>	<Graph$Comparator3: int compare(EdgeIfc,EdgeIfc)>/@this	@ MSTKruskal
<<unique-hcontext>>	Graph$Comparator3::: (Mock)	<<unique-context>>	<Graph$Comparator3: int compare(java.lang.Object,java.lang.Object)>/@this
<<unique-hcontext>>	Vertex$EdgeIter1::: (Mock)	<<unique-context>>	<Vertex$EdgeIter1: EdgeIfc next()>/@this	@ ((EdgeObjects /\ G_NoEdges) /\ (EdgeObjects /\ G_NoEdges))
<<unique-hcontext>>	Vertex$EdgeIter1::: (Mock)	<<unique-context>>	<Vertex$EdgeIter1: boolean hasNext()>/@this	@ ((EdgeObjects /\ G_NoEdges) /\ (EdgeObjects /\ G_NoEdges))
<<unique-hcontext>>	Main::: (Mock)	<<unique-context>>	<Main: void <init>()>/@this
<<unique-hcontext>>	WorkSpaceTranspose::: (Mock)	<<unique-context>>	<WorkSpaceTranspose: void <init>()>/@this
<<unique-hcontext>>	WorkSpaceTranspose::: (Mock)	<<unique-context>>	<WorkSpaceTranspose: void preVisitAction(Vertex)>/@this	@ StronglyConnected
<<unique-hcontext>>	WorkSpaceTranspose::: (Mock)	<<unique-context>>	<WorkSpaceTranspose: void nextRegionAction(Vertex)>/@this	@ StronglyConnected
<<unique-hcontext>>	Vertex::: (Mock)	<<unique-context>>	<Vertex: Vertex assignName(java.lang.String)>/@this
<<unique-hcontext>>	Vertex::: (Mock)	<<unique-context>>	<Vertex: java.lang.String getName()>/@this
<<unique-hcontext>>	Vertex::: (Mock)	<<unique-context>>	<Vertex: void addAdjacent(Vertex)>/@this	@ G_NoEdges
<<unique-hcontext>>	Vertex::: (Mock)	<<unique-context>>	<Vertex: void adjustAdorns(Vertex,int)>/@this	@ G_NoEdges
<<unique-hcontext>>	Vertex::: (Mock)	<<unique-context>>	<Vertex: VertexIter getNeighbors()>/@this	@ G_NoEdges
<<unique-hcontext>>	Vertex::: (Mock)	<<unique-context>>	<Vertex: Vertex getStart()>/@this	@ (Undirected /\ G_NoEdges)
<<unique-hcontext>>	Vertex::: (Mock)	<<unique-context>>	<Vertex: Vertex getEnd()>/@this	@ G_NoEdges
<<unique-hcontext>>	Vertex::: (Mock)	<<unique-context>>	<Vertex: int getWeight()>/@this	@ G_NoEdges
<<unique-hcontext>>	Vertex::: (Mock)	<<unique-context>>	<Vertex: Vertex getOtherVertex(Vertex)>/@this	@ G_NoEdges
<<unique-hcontext>>	Vertex::: (Mock)	<<unique-context>>	<Vertex: void adjustAdorns(EdgeIfc)>/@this	@ G_NoEdges
<<unique-hcontext>>	Vertex::: (Mock)	<<unique-context>>	<Vertex: void addEdge(Neighbor)>/@this	@ GN_OnlyNeighbors
<<unique-hcontext>>	Vertex::: (Mock)	<<unique-context>>	<Vertex: void adjustAdorns(Neighbor)>/@this	@ GN_OnlyNeighbors
<<unique-hcontext>>	Vertex::: (Mock)	<<unique-context>>	<Vertex: void addNeighbor(Neighbor)>/@this	@ GEN_Edges
<<unique-hcontext>>	Vertex::: (Mock)	<<unique-context>>	<Vertex: EdgeIter getEdges()>/@this	@ ((EdgeObjects /\ G_NoEdges) /\ (EdgeObjects /\ G_NoEdges))
<<unique-hcontext>>	Vertex::: (Mock)	<<unique-context>>	<Vertex: java.util.LinkedList getNeighborsObj()>/@this	@ GN_OnlyNeighbors
<<unique-hcontext>>	Vertex::: (Mock)	<<unique-context>>	<Vertex: void addWeight(int)>/@this	@ Weighted
<<unique-hcontext>>	Vertex::: (Mock)	<<unique-context>>	<Vertex: void setWeight(int)>/@this	@ (Weighted /\ G_NoEdges)
<<unique-hcontext>>	Vertex::: (Mock)	<<unique-context>>	<Vertex: void init_vertex(WorkSpace)>/@this	@ SearchBase
<<unique-hcontext>>	Vertex::: (Mock)	<<unique-context>>	<Vertex: void nodeSearch(WorkSpace)>/@this
<<unique-hcontext>>	Vertex::: (Mock)	<<unique-context>>	<Vertex: void display()>/@this
<<unique-hcontext>>	Graph$Comparator1::: (Mock)	<<unique-context>>	<Graph$Comparator1: int compare(Vertex,Vertex)>/@this	@ StronglyConnected
<<unique-hcontext>>	Graph$Comparator1::: (Mock)	<<unique-context>>	<Graph$Comparator1: int compare(java.lang.Object,java.lang.Object)>/@this
<<unique-hcontext>>	Vertex$EdgeIter3::: (Mock)	<<unique-context>>	<Vertex$EdgeIter3: EdgeIfc next()>/@this	@ (EdgeObjects /\ GEN_Edges)
<<unique-hcontext>>	Vertex$EdgeIter3::: (Mock)	<<unique-context>>	<Vertex$EdgeIter3: boolean hasNext()>/@this	@ (EdgeObjects /\ GEN_Edges)
<<unique-hcontext>>	Graph::: (Mock)	<<unique-context>>	<Graph: VertexIter getVertices()>/@this
<<unique-hcontext>>	Graph::: (Mock)	<<unique-context>>	<Graph: EdgeIter getEdges()>/@this
<<unique-hcontext>>	Graph::: (Mock)	<<unique-context>>	<Graph: void sortVertices(java.util.Comparator)>/@this
<<unique-hcontext>>	Graph::: (Mock)	<<unique-context>>	<Graph: void sortEdges(java.util.Comparator)>/@this	@ EdgeObjects
<<unique-hcontext>>	Graph::: (Mock)	<<unique-context>>	<Graph: void addEdge(Vertex,Neighbor)>/@this	@ GN_OnlyNeighbors
<<unique-hcontext>>	Graph::: (Mock)	<<unique-context>>	<Graph: void runBenchmark(java.lang.String)>/@this	@ (Benchmark /\ Benchmark)
