Vertex	<Graph$Comparator3: int compare(EdgeIfc,EdgeIfc)>/EdgeIfc.getWeight/0	<Vertex: int getWeight()>	@ (((MSTKruskal /\ MSTKruskal) /\ MSTKruskal) /\ G_NoEdges)
Edge	<Graph$Comparator3: int compare(EdgeIfc,EdgeIfc)>/EdgeIfc.getWeight/0	<Edge: int getWeight()>	@ (((MSTKruskal /\ MSTKruskal) /\ MSTKruskal) /\ (EdgeObjects /\ Weighted))
Neighbor	<Graph$Comparator3: int compare(EdgeIfc,EdgeIfc)>/EdgeIfc.getWeight/0	<Neighbor: int getWeight()>	@ (((MSTKruskal /\ MSTKruskal) /\ MSTKruskal) /\ (Weighted /\ GN_OnlyNeighbors))
Vertex	<Graph$Comparator3: int compare(EdgeIfc,EdgeIfc)>/EdgeIfc.getWeight/1	<Vertex: int getWeight()>	@ (((MSTKruskal /\ MSTKruskal) /\ MSTKruskal) /\ G_NoEdges)
Edge	<Graph$Comparator3: int compare(EdgeIfc,EdgeIfc)>/EdgeIfc.getWeight/1	<Edge: int getWeight()>	@ (((MSTKruskal /\ MSTKruskal) /\ MSTKruskal) /\ (EdgeObjects /\ Weighted))
Neighbor	<Graph$Comparator3: int compare(EdgeIfc,EdgeIfc)>/EdgeIfc.getWeight/1	<Neighbor: int getWeight()>	@ (((MSTKruskal /\ MSTKruskal) /\ MSTKruskal) /\ (Weighted /\ GN_OnlyNeighbors))
Vertex	<Graph$Comparator3: int compare(EdgeIfc,EdgeIfc)>/EdgeIfc.getWeight/2	<Vertex: int getWeight()>	@ (((MSTKruskal /\ MSTKruskal) /\ MSTKruskal) /\ G_NoEdges)
Edge	<Graph$Comparator3: int compare(EdgeIfc,EdgeIfc)>/EdgeIfc.getWeight/2	<Edge: int getWeight()>	@ (((MSTKruskal /\ MSTKruskal) /\ MSTKruskal) /\ (EdgeObjects /\ Weighted))
Neighbor	<Graph$Comparator3: int compare(EdgeIfc,EdgeIfc)>/EdgeIfc.getWeight/2	<Neighbor: int getWeight()>	@ (((MSTKruskal /\ MSTKruskal) /\ MSTKruskal) /\ (Weighted /\ GN_OnlyNeighbors))
Vertex	<Graph$Comparator3: int compare(EdgeIfc,EdgeIfc)>/EdgeIfc.getWeight/3	<Vertex: int getWeight()>	@ (((MSTKruskal /\ MSTKruskal) /\ MSTKruskal) /\ G_NoEdges)
Edge	<Graph$Comparator3: int compare(EdgeIfc,EdgeIfc)>/EdgeIfc.getWeight/3	<Edge: int getWeight()>	@ (((MSTKruskal /\ MSTKruskal) /\ MSTKruskal) /\ (EdgeObjects /\ Weighted))
Neighbor	<Graph$Comparator3: int compare(EdgeIfc,EdgeIfc)>/EdgeIfc.getWeight/3	<Neighbor: int getWeight()>	@ (((MSTKruskal /\ MSTKruskal) /\ MSTKruskal) /\ (Weighted /\ GN_OnlyNeighbors))
Graph$Comparator3	<Graph$Comparator3: int compare(java.lang.Object,java.lang.Object)>/Graph$Comparator3.compare/0	<Graph$Comparator3: int compare(EdgeIfc,EdgeIfc)>	@ MSTKruskal
Graph	<Main: void main(java.lang.String[])>/Graph.runBenchmark/0	<Graph: void runBenchmark(java.lang.String)>	@ (((((Prog /\ Prog) /\ Benchmark) /\ (Prog /\ Prog)) /\ Prog) /\ Benchmark)
Graph	<Main: void main(java.lang.String[])>/Graph.readNumber/0	<Graph: int readNumber()>	@ (((((Prog /\ Prog) /\ Benchmark) /\ (Prog /\ Prog)) /\ Prog) /\ Benchmark)
