<lampiro.screens.RosterScreen$UIGroup: lampiro.screens.RosterScreen$UIGroup getGroup(java.lang.String,it.yup.ui.UIAccordion,boolean)>/lampiro.screens.RosterScreen.access$5/0	<lampiro.screens.RosterScreen: java.lang.String access$5()>
<it.yup.ui.UIUtils: javax.microedition.lcdui.Image imageResize(javax.microedition.lcdui.Image,int,int)>/it.yup.ui.UIUtils.rescalaArray/0	<it.yup.ui.UIUtils: void rescalaArray(int[],int[],int,int,int,int,int,int,int)>
<it.yup.ui.UIUtils: it.yup.ui.UIMenu easyMenu(java.lang.String,int,int,int,it.yup.ui.UIItem,java.lang.String,java.lang.String)>/it.yup.ui.UIUtils.easyMenu/0	<it.yup.ui.UIUtils: it.yup.ui.UIMenu easyMenu(java.lang.String,int,int,int,it.yup.ui.UIItem)>
<it.yup.xmpp.FTSender: boolean supportFT(java.lang.String)>/it.yup.xmpp.XMPPClient.getInstance/0	<it.yup.xmpp.XMPPClient: it.yup.xmpp.XMPPClient getInstance()>
<it.yup.xmpp.FTSender: boolean supportFT(java.lang.String)>/it.yup.xmpp.FTSender.supportFT/0	<it.yup.xmpp.FTSender: boolean supportFT(it.yup.xml.Element)>
<lampiro.screens.AlbumScreen: lampiro.screens.AlbumScreen getInstance(java.lang.String)>/lampiro.screens.AlbumScreen.getInstance/0	<lampiro.screens.AlbumScreen: lampiro.screens.AlbumScreen getInstance()>
<lampiro.screens.AlbumScreen: void addAlbum(byte[],java.lang.String,java.lang.String,int)>/lampiro.screens.AlbumScreen.saveAlbum/0	<lampiro.screens.AlbumScreen: void saveAlbum()>
<lampiro.screens.AlbumScreen: void addAlbum(byte[],java.lang.String,java.lang.String,int)>/lampiro.screens.AlbumScreen.updateChildren/0	<lampiro.screens.AlbumScreen: void updateChildren()>
<lampiro.screens.AlbumScreen: void addAlbum(byte[],java.lang.String,java.lang.String,int)>/it.yup.ui.UICanvas.getInstance/0	<it.yup.ui.UICanvas: it.yup.ui.UICanvas getInstance()>
<lampiro.screens.AlbumScreen: void deleteAlbum(java.lang.String)>/lampiro.screens.AlbumScreen.saveAlbum/0	<lampiro.screens.AlbumScreen: void saveAlbum()>
<lampiro.screens.AlbumScreen: void deleteAlbum(java.lang.String)>/lampiro.screens.AlbumScreen.updateChildren/0	<lampiro.screens.AlbumScreen: void updateChildren()>
<it.yup.xmlstream.Element: it.yup.xmlstream.Element load(java.io.DataInputStream)>/it.yup.xmlstream.Element.load/0	<it.yup.xmlstream.Element: it.yup.xmlstream.Element load(java.io.DataInputStream)>
<lampiro.screens.ShowMMScreen: int getFileType(java.lang.String)>/it.yup.util.Utils.tokenize/0	<it.yup.util.Utils: java.util.Vector tokenize(java.lang.String,char)>
